group_i	id_i	group_j	id_j	aij	aji
47	OCCOH	4	ACCH2	-19.45	333.3
47	OCCOH	5	OH	517.5	421.9
47	OCCOH	7	H2O	-205.7	-248.3
47	OCCOH	9	CH2CO	156.4	139.6
47	OCCOH	11	COOC	-3.444	37.54
47	OCCOH	19	CCN	119.2	151.8
47	OCCOH	22	CCl2	-194.7	16.23
47	OCCOH	24	CCl4	3.163	361.1
47	OCCOH	25	ACCl	7.082	423.1
47	OCCOH	31	DOH	515.8	434.1
47	OCCOH	41	COO	101.2	-353.5
47	OCCOH	47	OCCOH	0	0
48	CH2S	1	CH2	39.93	187
48	CH2S	2	C=C	543.6	-617
48	CH2S	6	MeOH	420	37.63
48	CH2S	23	CCl3	-363.1	565.9
48	CH2S	24	CCl4	-11.3	63.95
48	CH2S	29	CH3SH	6.971	-18.27
48	CH2S	37	ClCC	148.9	2429
48	CH2S	48	CH2S	0	0
49	Morpholine	1	CH2	-23.61	216.1
49	Morpholine	2	C=C	161.1	62.56
49	Morpholine	3	ACH	142.9	-59.58
49	Morpholine	4	ACCH2	274.1	-203.6
49	Morpholine	5	OH	-61.2	104.7
49	Morpholine	6	MeOH	-89.24	-59.4
49	Morpholine	7	H2O	-384.3	407.9
49	Morpholine	49	Morpholine	0	0
50	Thiophene	1	CH2	-8.479	92.99
50	Thiophene	3	ACH	23.93	-39.16
50	Thiophene	4	ACCH2	2.845	184.9
50	Thiophene	5	OH	682.5	57.65
50	Thiophene	6	MeOH	597.8	-46.01
50	Thiophene	8	ACOH	810.5	1005
50	Thiophene	9	CH2CO	278.8	-162.6
50	Thiophene	18	Pyridine	221.4	-136.6
50	Thiophene	24	CCl4	-79.34	108.5
50	Thiophene	26	CNO2	176.3	-4.565
52	CH2SuCH2	1	CH2	245.21	808.59
52	CH2SuCH2	2	C=C	384.45	200.94
52	CH2SuCH2	3	ACH	47.05	360.82
52	CH2SuCH2	4	ACCH2	347.13	233.51
52	CH2SuCH2	5	OH	72.19	215.81
52	CH2SuCH2	6	MeOH	265.75	150.02
52	CH2SuCH2	7	H2O	627.39	-255.63
52	CH2SuCH2	24	CCl4	75.04	585.19
53	Oxides	1	CH2	21.49	408.3
53	Oxides	2	C=C	-2.8	219.9
53	Oxides	3	ACH	344.42	171.49
53	Oxides	4	ACCH2	510.32	-184.68
53	Oxides	5	OH	244.67	6.39
53	Oxides	6	MeOH	163.76	98.2
53	Oxides	7	H2O	833.21	-144.77
53	Oxides	9	CH2CO	569.18	-288.94
53	Oxides	10	CHO	-1.25	79.71
53	Oxides	11	COOC	-38.4	36.34
53	Oxides	12	HCOO	69.7	-77.96
53	Oxides	13	CH2O	-375.6	567
53	Oxides	20	COOH	600.78	12.55
53	Oxides	21	CCl	291.1	-127.9
53	Oxides	23	CCl3	-286.26	165.67
53	Oxides	24	CCl4	-52.93	291.87
53	Oxides	37	ClCC	177.12	-127.06
54	Anhydride	1	CH2	272.82	718.01
54	Anhydride	2	C=C	569.71	-677.25
54	Anhydride	3	ACH	165.18	272.33
54	Anhydride	4	ACCH2	369.89	9.63
54	Anhydride	9	CH2CO	-62.02	91.01
54	Anhydride	11	COOC	-229.01	446.9
54	Anhydride	13	CH2O	-196.59	102.21
54	Anhydride	18	Pyridine	100.25	98.82
54	Anhydride	20	COOH	472.04	-60.07
54	Anhydride	24	CCl4	196.73	532.73
54	Anhydride	28	CS2	434.32	684.78
54	Anhydride	32	I	313.14	190.81
54	Anhydride	41	COO	-244.59	-100.53
55	Aromatic Nitrile	3	ACH	920.49	22.06
55	Aromatic Nitrile	4	ACCH2	305.77	795.38
55	Aromatic Nitrile	20	COOH	171.94	88.09
56	Aromatic Bromo	1	CH2	-20.31	153.72
56	Aromatic Bromo	3	ACH	-106.7	174.35
56	Aromatic Bromo	4	ACCH2	568.47	-280.9
56	Aromatic Bromo	5	OH	284.28	147.97
56	Aromatic Bromo	7	H2O	401.2	580.28
56	Aromatic Bromo	9	CH2CO	106.21	179.74
56	Aromatic Bromo	24	CCl4	-108.37	127.16
56	Aromatic Bromo	25	ACCl	5.76	8.48
56	Aromatic Bromo	27	ACNO2	-272.01	1742.53
56	Aromatic Bromo	38	ACF	107.84	117.59
56	Aromatic Bromo	39	DMF	-33.93	39.84
